"drug","gene"
"DB07129","PLAU"
"DB01977","PLAU"
"DB07625","PLAU"
"DB03046","PLAU"
"DB03876","PLAU"
"DB04059","PLAU"
"DB06854","PLAU"
"DB02193","PLAU"
"DB00594","PLAU"
"DB03729","PLAU"
"DB08697","PLAU"
"DB02398","PLAU"
"DB03159","PLAU"
"DB03865","PLAU"
"DB03136","PLAU"
"DB03476","PLAU"
"DB03127","PLAU"
"DB00013","PLAU"
"DB03082","PLAU"
"DB04172","PLAU"
"DB06857","PLAU"
"DB02473","PLAU"
"DB07626","PLAU"
"DB03782","PLAU"
"DB07122","PLAU"
"DB08072","PLAU"
"DB06856","PLAU"
"DB02551","PLAU"
"DB02705","PLAU"
"DB02526","PLAU"
"DB01905","PLAU"
"DB00848","ALPG"
"DB01143","ALPG"
"DB00321","KCNQ2"
"DB04953","KCNQ2"
"DB00586","KCNQ2"
"DB00114","ALAS2"
"DB00145","ALAS2"
"DB01373","COMP"
"DB00162","LRAT"
"DB00028","FCGR3B"
"DB00072","FCGR3B"
"DB00054","FCGR3B"
"DB00051","FCGR3B"
"DB00111","FCGR3B"
"DB00108","FCGR3B"
"DB00005","FCGR3B"
"DB00112","FCGR3B"
"DB00075","FCGR3B"
"DB00078","FCGR3B"
"DB00002","FCGR3B"
"DB00092","FCGR3B"
"DB00056","FCGR3B"
"DB00073","FCGR3B"
"DB00081","FCGR3B"
"DB00110","FCGR3B"
"DB00074","FCGR3B"
"DB00095","FCGR3B"
"DB00087","FCGR3B"
"DB01373","CAST"
"DB03267","PCK1"
"DB01819","PCK1"
"DB03725","PCK1"
"DB02008","PCK1"
"DB00995","PRDX5"
"DB03793","PRDX5"
"DB03608","PRDX5"
"DB02098","RNASE3"
"DB04272","RNASE3"
"DB01411","RNASE3"
"DB03461","SPR"
"DB03886","SPR"
"DB04275","SPR"
"DB02637","SPR"
"DB00626","A2M"
"DB00102","A2M"
"DB04522","REG1A"
"DB03721","REG1A"
"DB00198","NEU1"
"DB08865","MET"
"DB05424","MET"
"DB04216","MET"
"DB08079","MET"
"DB01268","MET"
"DB06997","MET"
"DB08846","MET"
"DB07369","MET"
"DB08916","MET"
"DB02567","MET"
"DB06896","MET"
"DB05294","MET"
"DB06616","MET"
"DB00317","MET"
"DB06589","MET"
"DB04849","MET"
"DB08700","MET"
"DB02152","MET"
"DB08584","MET"
"DB07235","MET"
"DB07969","MET"
"DB08791","MET"
"DB06995","MET"
"DB00530","MET"
"DB07159","MET"
"DB04044","PYGM"
"DB04013","PYGM"
"DB04642","PYGM"
"DB04544","PYGM"
"DB04055","PYGM"
"DB03479","PYGM"
"DB04643","PYGM"
"DB04522","PYGM"
"DB04295","PYGM"
"DB06986","PYGM"
"DB04644","PYGM"
"DB03657","PYGM"
"DB00114","PYGM"
"DB03218","PYGM"
"DB03392","PYGM"
"DB04566","PYGM"
"DB03354","PYGM"
"DB08500","PYGM"
"DB02379","PYGM"
"DB02964","PYGM"
"DB08503","PYGM"
"DB04083","PYGM"
"DB03067","PYGM"
"DB03496","PYGM"
"DB03250","PYGM"
"DB03286","PYGM"
"DB04195","PYGM"
"DB02843","PYGM"
"DB02348","PYGM"
"DB03383","PYGM"
"DB02447","PYGM"
"DB07807","PYGM"
"DB04645","PYGM"
"DB02471","PYGM"
"DB02720","PYGM"
"DB03133","PYGM"
"DB02719","PYGM"
"DB03835","PYGM"
"DB01823","PYGM"
"DB07066","PYGM"
"DB02519","PYGM"
"DB07793","PYGM"
"DB02604","PYGM"
"DB02007","PYGM"
"DB07792","PYGM"
"DB08151","PYGM"
"DB01843","PYGM"
"DB07949","PYGM"
"DB02320","PYGM"
"DB08322","PYGM"
"DB01404","IL6"
"DB00943","CXCR4"
"DB00452","CXCR4"
"DB00495","CXCR4"
"DB06809","CXCR4"
"DB02071","MMP1"
"DB03880","MMP1"
"DB00786","MMP1"
"DB01880","MMP1"
"DB07988","MMP1"
"DB02049","MMP1"
"DB02350","MMP1"
"DB07926","MMP1"
"DB08490","MMP1"
"DB07290","MMP1"
"DB06945","MMP1"
"DB07772","MMP1"
"DB08030","MMP1"
"DB08403","MMP1"
"DB07556","MMP1"
"DB04310","MMP1"
"DB02255","MMP1"
"DB08271","MMP1"
"DB08482","MMP1"
"DB07964","MMP1"
"DB04140","MMP1"
"DB08507","MMP1"
"DB04368","MMP1"
"DB08491","MMP1"
"DB02367","MMP1"
"DB07121","MMP1"
"DB08029","MMP1"
"DB02116","MAPK1"
"DB01064","MAPK1"
"DB07728","MAPK1"
"DB08568","MAPK1"
"DB07149","MAPK1"
"DB07234","MAPK1"
"DB08513","MAPK1"
"DB06877","MAPK1"
"DB01169","MAPK1"
"DB03044","MAPK1"
"DB07788","MAPK1"
"DB02733","MAPK1"
"DB08358","MAPK1"
"DB07794","MAPK1"
"DB04604","MAPK1"
"DB08521","MAPK1"
"DB07010","MAPK1"
"DB04338","MAPK1"
"DB07264","MAPK1"
"DB07905","MAPK1"
"DB02482","MAPK1"
"DB00640","ADORA2A"
"DB00806","ADORA2A"
"DB01412","ADORA2A"
"DB08770","ADORA2A"
"DB04932","ADORA2A"
"DB00277","ADORA2A"
"DB00824","ADORA2A"
"DB00358","ADORA2A"
"DB06213","ADORA2A"
"DB00651","ADORA2A"
"DB01303","ADORA2A"
"DB01223","ADORA2A"
"DB04853","ADORA2A"
"DB04954","ADORA2A"
"DB05511","ADORA2A"
"DB00201","ADORA2A"
"DB02944","IFNB1"
"DB02379","IFNB1"
"DB01812","SULT1A1"
"DB04417","SULT1A1"
"DB00086","F2R"
"DB00446","CD55"
"DB01327","PON1"
"DB01907","ART1"
"DB01854","ART1"
"DB00064","AMBP"
"DB00062","AMBP"
"DB00116","ALDH1L1"
"DB00200","CUBN"
"DB04126","CTSB"
"DB04579","CTSB"
"DB07160","CTSB"
"DB03837","CTSB"
"DB02108","CTSB"
"DB07223","CTSB"
"DB08873","CTSB"
"DB03588","CTSB"
"DB07231","CTSB"
"DB07592","CTSB"
"DB02148","CTSB"
"DB07219","CTSB"
"DB07558","CTSB"
"DB03329","CTSB"
"DB07224","CTSB"
"DB07225","CTSB"
"DB02855","CTSB"
"DB02685","CTSB"
"DB02216","CTSD"
"DB00071","CTSD"
"DB07542","CTSD"
"DB03096","CTSD"
"DB00030","CTSD"
"DB02944","CTSD"
"DB03028","CTSD"
"DB00071","LRP2"
"DB00013","LRP2"
"DB00798","LRP2"
"DB00030","LRP2"
"DB00055","PROS1"
"DB00170","PROS1"
"DB00464","PROS1"
"DB01250","IFNG"
"DB01296","IFNG"
"DB00502","HTR6"
"DB00408","HTR6"
"DB00540","HTR6"
"DB01224","HTR6"
"DB04946","HTR6"
"DB01623","HTR6"
"DB00679","HTR6"
"DB00623","HTR6"
"DB00334","HTR6"
"DB00476","HTR6"
"DB00398","HTR6"
"DB07919","HTR6"
"DB00933","HTR6"
"DB00675","HTR6"
"DB04829","HTR6"
"DB00321","HTR6"
"DB00481","HTR6"
"DB00734","HTR6"
"DB06288","HTR6"
"DB01242","HTR6"
"DB01460","HTR6"
"DB06148","HTR6"
"DB01142","HTR6"
"DB00363","HTR6"
"DB08653","HTR6"
"DB00543","HTR6"
"DB00539","HTR6"
"DB04842","HTR6"
"DB00850","HTR6"
"DB00434","HTR6"
"DB00250","HTR6"
"DB01618","HTR6"
"DB00246","HTR6"
"DB01488","HTR6"
"DB00831","HTR6"
"DB00285","HTR6"
"DB01446","HTR6"
"DB01238","HTR6"
"DB06144","HTR6"
"DB00477","HTR6"
"DB00669","HTR6"
"DB03635","PPBP"
"DB01497","POMC"
"DB00836","POMC"
"DB01565","POMC"
"DB01159","NPSR1"
"DB00005","TNFRSF1B"
"DB01176","SULT1E1"
"DB01812","SULT1E1"
"DB03346","SULT1E1"
"DB02902","SULT1E1"
"DB03345","SERPINA1"
"DB01998","SERPINA1"
"DB04454","EGF"
"DB00364","EGF"
"DB02656","PIK3R1"
"DB01064","PIK3R1"
"DB04216","PIK3R1"
"DB03365","PIK3R1"
"DB08059","PIK3R1"
"DB00393","NR1I2"
"DB00783","NR1I2"
"DB00834","NR1I2"
"DB00455","NR1I2"
"DB00530","NR1I2"
"DB07080","NR1I2"
"DB01892","NR1I2"
"DB00977","NR1I2"
"DB04466","NR1I2"
"DB05105","NR1I2"
"DB01220","NR1I2"
"DB00163","NR1I2"
"DB00227","NR1I2"
"DB08278","NR1I2"
"DB01045","NR1I2"
"DB07557","NR1I2"
"DB02716","EIF4E"
"DB01960","EIF4E"
"DB01649","EIF4E"
"DB08217","EIF4E"
"DB01183","CREB1"
"DB00131","CREB1"
"DB01083","FASN"
"DB01034","FASN"
"DB03147","DPYD"
"DB02303","DPYD"
"DB03048","DPYD"
"DB02338","DPYD"
"DB03516","DPYD"
"DB03419","DPYD"
"DB03247","DPYD"
"DB03554","DPYD"
"DB03345","GLO1"
"DB03330","GLO1"
"DB04216","GLO1"
"DB00143","GLO1"
"DB04132","GLO1"
"DB00328","GLO1"
"DB03602","GLO1"
"DB03130","GLO1"
"DB08179","GLO1"
"DB00127","SMS"
"DB03147","AIFM1"
"DB03880","MMP13"
"DB07233","MMP13"
"DB04216","MMP13"
"DB03033","MMP13"
"DB07556","MMP13"
"DB00786","MMP13"
"DB02071","MMP13"
"DB07145","MMP13"
"DB02367","MMP13"
"DB07772","MMP13"
"DB07013","MMP13"
"DB03368","MMP13"
"DB01996","MMP13"
"DB08561","MMP13"
"DB08271","MMP13"
"DB02697","MMP13"
"DB08388","MMP13"
"DB04759","MMP13"
"DB07964","MMP13"
"DB02350","MMP13"
"DB02049","MMP13"
"DB08490","MMP13"
"DB03367","MMP13"
"DB06945","MMP13"
"DB04760","MMP13"
"DB04761","MMP13"
"DB07827","MMP13"
"DB08029","MMP13"
"DB08030","MMP13"
"DB07121","MMP13"
"DB06779","TFPI"
"DB00036","TFPI"
"DB01239","HRH3"
"DB00477","HRH3"
"DB00934","HRH3"
"DB05381","HRH3"
"DB00972","HRH3"
"DB00843","HRH3"
"DB05891","HRH3"
"DB06698","HRH3"
"DB00667","HRH3"
"DB00321","HRH3"
"DB01245","HRH3"
"DB00363","HRH3"
"DB00013","SERPINB2"
"DB00031","SERPINB2"
"DB01277","IGFBP3"
"DB04967","TOP1"
"DB01643","TOP1"
"DB04205","TOP1"
"DB00762","TOP1"
"DB01030","TOP1"
"DB05630","TOP1"
"DB01812","TOP1"
"DB08159","TOP1"
"DB07354","TOP1"
"DB05482","TOP1"
"DB04690","TOP1"
"DB02944","GUSB"
"DB01151","SMPD1"
"DB02999","GRM2"
"DB02517","GRM2"
"DB00659","GRM2"
"DB08513","IRS1"
"DB03106","GBA"
"DB03740","GBA"
"DB04545","GBA"
"DB04658","GBA"
"DB04306","GBA"
"DB08283","GBA"
"DB01136","NPPB"
"DB00630","PTPN4"
"DB02944","IL12B"
"DB02763","IL12B"
"DB00691","ACE2"
"DB00722","ACE2"
"DB01356","IMPA2"
"DB03904","CTNNB1"
"DB01250","TPMT"
"DB00139","HSD17B6"
"DB03151","HSD17B6"
"DB03147","HSD17B6"
"DB03431","AURKA"
"DB07186","AURKA"
"DB00530","AURKA"
"DB08355","AURKA"
"DB07360","AURKA"
"DB07274","AURKA"
"DB07362","AURKA"
"DB07340","AURKA"
"DB03444","AURKA"
"DB06999","AURKA"
"DB08066","AURKA"
"DB07361","AURKA"
"DB01254","AURKA"
"DB01268","AURKA"
"DB02833","AURKA"
"DB07266","AURKA"
"DB08065","AURKA"
"DB02482","AURKA"
"DB08067","AURKA"
"DB07801","AURKA"
"DB07562","AURKA"
"DB08865","AURKA"
"DB08393","AURKA"
"DB07545","AURKA"
"DB08846","AURKA"
"DB00997","AURKA"
"DB07159","AURKA"
"DB01782","AURKA"
"DB01769","PARK7"
"DB01202","SV2A"
"DB01811","LTF"
"DB06987","LTF"
"DB08439","LTF"
"DB03485","LTF"
"DB02944","LTF"
"DB04743","LTF"
"DB03040","LTF"
"DB00716","FPR1"
"DB01138","FPR1"
"DB00197","ACSL4"
"DB00159","ACSL4"
"DB00412","ACSL4"
"DB00145","GARS1"
"DB04272","TNFSF13B"
"DB03316","TNFSF13B"
"DB00144","ATP8A1"
"DB04334","AOC3"
"DB01275","AOC3"
"DB00780","AOC3"
"DB04741","UQCRC1"
"DB07778","UQCRC1"
"DB08453","UQCRC1"
"DB04141","UQCRC1"
"DB07763","UQCRC1"
"DB08330","UQCRC1"
"DB08690","UQCRC1"
"DB04799","UQCRC1"
"DB07401","UQCRC1"
"DB00605","PPARD"
"DB03338","PPARD"
"DB07070","PPARD"
"DB07215","PPARD"
"DB00374","PPARD"
"DB07053","PPARD"
"DB00412","PPARD"
"DB04801","PPARD"
"DB08915","PPARD"
"DB07691","PPARD"
"DB01393","PPARD"
"DB08078","PPARD"
"DB00159","PPARD"
"DB05416","PPARD"
"DB07724","PPARD"
"DB04270","PPARD"
"DB02379","LGALS7"
"DB02678","LGALS7"
"DB03014","CYCS"
"DB03317","CYCS"
"DB04249","CYCS"
"DB03934","CYCS"
"DB01017","CYCS"
"DB02110","CYCS"
"DB03977","CYCS"
"DB04016","CTSG"
"DB02360","CTSG"
"DB07475","CTSG"
"DB00031","CANX"
"DB00025","CANX"
"DB00571","ADRB3"
"DB00489","ADRB3"
"DB01203","ADRB3"
"DB00866","ADRB3"
"DB08893","ADRB3"
"DB00668","ADRB3"
"DB01363","ADRB3"
"DB01288","ADRB3"
"DB00612","ADRB3"
"DB00373","ADRB3"
"DB01407","ADRB3"
"DB00960","ADRB3"
"DB00938","ADRB3"
"DB01136","ADRB3"
"DB06262","ADRB3"
"DB01064","ADRB3"
"DB01102","ADRB3"
"DB00598","ADRB3"
"DB00264","ADRB3"
"DB08808","ADRB3"
"DB00368","ADRB3"
"DB08807","ADRB3"
"DB01210","ADRB3"
"DB00983","ADRB3"
"DB03393","PPIA"
"DB00172","PPIA"
"DB00091","PPIA"
"DB08168","PPIA"
"DB02419","PPIA"
"DB01742","PPIA"
"DB03981","FGF2"
"DB00877","FGF2"
"DB03935","FGF2"
"DB00686","FGF2"
"DB00364","FGF2"
"DB03959","FGF2"
"DB08162","ROCK1"
"DB08865","ROCK1"
"DB06616","ROCK1"
"DB08183","ROCK1"
"DB08756","ROCK1"
"DB04707","ROCK1"
"DB08877","ROCK1"
"DB07234","ROCK1"
"DB07876","ROCK1"
"DB03496","ROCK1"
"DB07159","ROCK1"
"DB08568","ROCK1"
"DB08094","ROCK1"
"DB08521","MAPK14"
"DB08095","MAPK14"
"DB08097","MAPK14"
"DB04797","MAPK14"
"DB03084","MAPK14"
"DB08395","MAPK14"
"DB07794","MAPK14"
"DB08096","MAPK14"
"DB08091","MAPK14"
"DB07941","MAPK14"
"DB03921","MAPK14"
"DB02873","MAPK14"
"DB08423","MAPK14"
"DB07943","MAPK14"
"DB00482","MAPK14"
"DB08093","MAPK14"
"DB01948","MAPK14"
"DB03044","MAPK14"
"DB01809","MAPK14"
"DB02277","MAPK14"
"DB08339","MAPK14"
"DB01988","MAPK14"
"DB07833","MAPK14"
"DB08064","MAPK14"
"DB02567","MAPK14"
"DB04868","MAPK14"
"DB02352","MAPK14"
"DB04338","MAPK14"
"DB02984","MAPK14"
"DB02195","MAPK14"
"DB04632","MAPK14"
"DB07795","MAPK14"
"DB08351","MAPK14"
"DB07267","MAPK14"
"DB02660","MAPK14"
"DB07352","MAPK14"
"DB07834","MAPK14"
"DB02375","MAPK14"
"DB08068","MAPK14"
"DB01094","MAPK14"
"DB03980","MAPK14"
"DB01953","MAPK14"
"DB04216","MAPK14"
"DB07459","MAPK14"
"DB08010","MAPK14"
"DB08424","MAPK14"
"DB01628","MAPK14"
"DB07942","MAPK14"
"DB08092","MAPK14"
"DB07835","MAPK14"
"DB01761","MAPK14"
"DB01807","MAPK14"
"DB08522","MAPK14"
"DB03110","MAPK14"
"DB08730","MAPK14"
"DB08349","MAPK14"
"DB07537","MAPK14"
"DB06991","MAPK14"
"DB08352","MAPK14"
"DB08242","MAPK14"
"DB00398","MAPK14"
"DB06883","MAPK14"
"DB07811","MAPK14"
"DB08015","MAPK14"
"DB01254","MAPK14"
"DB06882","MAPK14"
"DB08916","MAPK14"
"DB07832","MAPK14"
"DB01645","MAPK14"
"DB01852","MAPK14"
"DB07829","MAPK14"
"DB07607","MAPK14"
"DB06940","MAPK14"
"DB07138","MAPK14"
"DB07307","MAPK14"
"DB07887","F11"
"DB07077","F11"
"DB07074","F11"
"DB07022","F11"
"DB07299","F11"
"DB07071","F11"
"DB07212","F11"
"DB04107","F11"
"DB02354","F11"
"DB00100","F11"
"DB07023","F11"
"DB03431","HSPA1A"
"DB00132","TRPV1"
"DB05318","TRPV1"
"DB00159","TRPV1"
"DB03944","TNNC1"
"DB01373","TNNC1"
"DB04513","TNNC1"
"DB01375","TNNC1"
"DB00831","TNNC1"
"DB00922","TNNC1"
"DB01244","TNNC1"
"DB01023","TNNC1"
"DB02944","GP1BA"
"DB02556","CRH"
"DB01285","CRH"
"DB02952","CRH"
"DB01169","CCND1"
"DB01159","KCNJ3"
"DB01159","KCNJ6"
"DB00039","HSPG2"
"DB00623","ABCB1"
"DB00171","ABCB1"
"DB04216","ABCB1"
"DB00836","ABCB1"
"DB00708","ABCB1"
"DB07352","ABCB1"
"DB00257","ABCB1"
"DB00831","ABCB1"
"DB01149","ABCB1"
"DB00477","ABCB1"
"DB01852","ABCB1"
"DB01110","ABCB1"
"DB00675","ABCB1"
"DB01182","ABCB1"
"DB00333","ABCB1"
"DB04877","ABCB1"
"DB00637","ABCB1"
"DB07191","ABCB1"
"DB05251","ABCB1"
"DB00997","ABCB1"
"DB00694","ABCB1"
"DB00641","ABCB1"
"DB00813","ABCB1"
"DB00619","ABCB1"
"DB01238","ABCB1"
"DB00778","ABCB1"
"DB00908","ABCB1"
"DB00661","ABCB1"
"DB01388","ABCB1"
"DB06144","ABCB1"
"DB00227","ABCB1"
"DB01136","ABCB1"
"DB00502","ABCB1"
"DB04881","ABCB1"
"DB00622","ABCB1"
"DB00342","ABCB1"
"DB01100","ABCB1"
"DB02659","FECH"
"DB01411","MUC2"
"DB04315","TGM2"
"DB00170","TGM2"
"DB00020","IL3RA"
"DB03149","CMA1"
"DB07475","CMA1"
"DB07680","CMA1"
"DB04016","CMA1"
"DB03814","CMA1"
"DB03297","CMA1"
"DB08873","CMA1"
"DB08865","NTRK1"
"DB02152","NTRK1"
"DB00321","NTRK1"
"DB08877","NTRK1"
"DB01268","NTRK1"
"DB07159","NTRK1"
"DB03044","NTRK1"
"DB00398","NTRK1"
"DB05465","NTRK1"
"DB06616","NTRK1"
"DB00619","NTRK1"
"DB00570","JUN"
"DB01169","JUN"
"DB01029","JUN"
"DB08005","JUN"
"DB00641","ITGB2"
"DB01049","SLCO2B1"
"DB00530","SLCO2B1"
"DB00025","VWF"
"DB01577","TAAR1"
"DB00191","TAAR1"
"DB04325","TAAR1"
"DB01576","TAAR1"
"DB06714","TAAR1"
"DB00797","TAAR1"
"DB00182","TAAR1"
"DB00533","ELN"
"DB04707","CCL2"
"DB08756","CCL2"
"DB01406","CCL2"
"DB01055","CCL2"
"DB08162","CCL2"
"DB01017","IL1B"
"DB06168","IL1B"
"DB05260","IL1B"
"DB02377","GCH1"
"DB04137","GCH1"
"DB07359","GCK"
"DB08210","GCK"
"DB07358","GCK"
"DB08118","GCK"
"DB02379","GCK"
"DB03632","CHIT1"
"DB03539","CHIT1"
"DB04350","CHIT1"
"DB08553","MAPK3"
"DB07794","MAPK3"
"DB04604","MAPK3"
"DB07235","MAPK3"
"DB02733","MAPK3"
"DB00605","MAPK3"
"DB01169","MAPK3"
"DB01548","TRIM13"
"DB01497","TRIM13"
"DB01565","TRIM13"
"DB07364","GSK3B"
"DB08142","GSK3B"
"DB08150","GSK3B"
"DB07159","GSK3B"
"DB07686","GSK3B"
"DB08067","GSK3B"
"DB02656","GSK3B"
"DB04395","GSK3B"
"DB01950","GSK3B"
"DB03777","GSK3B"
"DB07664","GSK3B"
"DB01793","GSK3B"
"DB03444","GSK3B"
"DB04014","GSK3B"
"DB07336","GSK3B"
"DB08901","GSK3B"
"DB07149","GSK3B"
"DB03044","GSK3B"
"DB02010","GSK3B"
"DB07014","GSK3B"
"DB01356","GSK3B"
"DB07126","GSK3B"
"DB07687","GSK3B"
"DB07266","GSK3B"
"DB08094","GSK3B"
"DB02052","GSK3B"
"DB08325","GSK3B"
"DB08846","GSK3B"
"DB08149","GSK3B"
"DB07584","GSK3B"
"DB03431","GSK3B"
"DB08535","GSK3B"
"DB07676","GSK3B"
"DB07164","GSK3B"
"DB07058","GSK3B"
"DB07688","GSK3B"
"DB07947","GSK3B"
"DB07812","GSK3B"
"DB06888","GSK3B"
"DB01772","GSK3B"
"DB07533","GSK3B"
"DB08148","GSK3B"
"DB07585","GSK3B"
"DB00398","GSK3B"
"DB07538","GSK3B"
"DB07859","GSK3B"
"DB08073","GSK3B"
"DB07534","GSK3B"
"DB07540","GSK3B"
"DB07959","GSK3B"
"DB08568","GSK3B"
"DB00054","VTN"
"DB07191","ABCC2"
"DB01138","ABCC2"
"DB00530","ABCC2"
"DB00171","ABCC2"
"DB00847","SST"
"DB02930","PFKFB1"
"DB02393","PFKFB1"
"DB02515","PFKFB1"
"DB04493","PFKFB1"
"DB04137","PFKFB1"
"DB03721","SELE"
"DB00244","MPO"
"DB00535","MPO"
"DB04743","MPO"
"DB03819","MPO"
"DB04216","MPO"
"DB01065","MPO"
"DB02266","MPO"
"DB04821","MPO"
"DB00583","MPO"
"DB08653","MPO"
"DB08751","HRAS"
"DB02210","HRAS"
"DB04137","HRAS"
"DB04315","HRAS"
"DB01103","PLA2G6"
"DB08040","ANPEP"
"DB08506","ANPEP"
"DB02664","ANPEP"
"DB06196","ANPEP"
"DB00973","ANPEP"
"DB01159","GNG2"
"DB01103","PLCL1"
"DB03827","PLCL1"
"DB02225","PLCL1"
"DB02519","CDK1"
"DB07220","CDK1"
"DB02950","CDK1"
"DB08325","CDK1"
"DB03428","CDK1"
"DB08142","CDK1"
"DB07664","CDK1"
"DB07936","CDK1"
"DB08572","CDK1"
"DB02407","CDK1"
"DB08312","CDK1"
"DB08126","CDK1"
"DB08123","CDK1"
"DB08066","CDK1"
"DB08138","CDK1"
"DB04751","CDK1"
"DB07126","CDK1"
"DB08141","CDK1"
"DB03496","CDK1"
"DB02052","CDK1"
"DB08124","CDK1"
"DB08441","CDK1"
"DB02733","CDK1"
"DB02833","CDK1"
"DB06944","CDK1"
"DB07024","CDK1"
"DB04014","CDK1"
"DB07562","CDK1"
"DB04186","CDK1"
"DB02116","CDK1"
"DB04216","CDK1"
"DB08125","CDK1"
"DB07431","CDK1"
"DB07688","CDK1"
"DB03490","CDK1"
"DB02491","CDK1"
"DB07149","CDK1"
"DB04288","CDK1"
"DB07655","CDK1"
"DB08122","CDK1"
"DB02944","LCN2"
"DB01631","LCN2"
"DB04043","LCN2"
"DB01926","LCN2"
"DB04476","LCN2"
"DB01672","LCN2"
"DB02710","LCN2"
"DB00108","ICAM1"
"DB08818","ICAM1"
"DB01411","NFKB1"
"DB01041","NFKB1"
"DB08814","NFKB1"
"DB00005","LTA"
"DB03159","PLAT"
"DB02473","PLAT"
"DB06854","PLAT"
"DB00513","PLAT"
"DB03865","PLAT"
"DB07076","PLAT"
"DB00013","PLAT"
"DB07684","PLAT"
"DB03082","PLAT"
"DB07211","PLAT"
"DB04134","PLAT"
"DB01088","PLAT"
"DB02744","PLAT"
"DB00768","S100A1"
"DB06692","KLK1"
"DB04059","KLK1"
"DB03082","KLK1"
"DB00155","PADI4"
"DB07449","PADI4"
"DB00159","ACSL3"
"DB01407","NGF"
"DB01136","GJA1"
"DB00806","NT5E"
"DB07010","MAPK10"
"DB08025","MAPK10"
"DB04216","MAPK10"
"DB05424","MAPK10"
"DB08015","MAPK10"
"DB07217","MAPK10"
"DB01782","MAPK10"
"DB03623","MAPK10"
"DB00317","MAPK10"
"DB00619","MAPK10"
"DB08011","MAPK10"
"DB04395","MAPK10"
"DB03084","MAPK10"
"DB06933","MAPK10"
"DB08916","MAPK10"
"DB02388","MAPK10"
"DB08584","MAPK10"
"DB08023","MAPK10"
"DB01852","MAPK10"
"DB04868","MAPK10"
"DB08005","MAPK10"
"DB02375","MAPK10"
"DB08021","MAPK10"
"DB03044","MAPK10"
"DB08424","MAPK10"
"DB07307","MAPK10"
"DB00530","MAPK10"
"DB07795","MAPK10"
"DB08555","MAPK10"
"DB01268","MAPK10"
"DB08010","MAPK10"
"DB08026","MAPK10"
"DB08351","MAPK10"
"DB07159","MAPK10"
"DB07352","MAPK10"
"DB00025","HSPA5"
"DB07045","HSPA5"
"DB00144","PTDSS1"
"DB07901","MAP2"
"DB01196","MAP2"
"DB03390","ACPP"
"DB02944","ACPP"
"DB03577","ACPP"
"DB03428","RET"
"DB07159","RET"
"DB01809","RET"
"DB08901","RET"
"DB03044","RET"
"DB00317","RET"
"DB01254","RET"
"DB00398","RET"
"DB06616","RET"
"DB01268","RET"
"DB08052","RET"
"DB00619","RET"
"DB05424","RET"
"DB07832","RET"
"DB02567","RET"
"DB04868","RET"
"DB08183","RET"
"DB08067","RET"
"DB08568","RET"
"DB08764","RET"
"DB05294","RET"
"DB04849","RET"
"DB08865","RET"
"DB08039","RET"
"DB00530","RET"
"DB06589","RET"
"DB08877","RET"
"DB00477","PRNP"
"DB00759","PRNP"
"DB01069","PRNP"
"DB00458","PRNP"
"DB01103","PRNP"
"DB01614","PRNP"
"DB00608","PRNP"
"DB00420","PRNP"
"DB02379","SFTPD"
"DB02007","HK1"
"DB04395","HK1"
"DB03431","HK1"
"DB02379","HK1"
"DB04315","RAC1"
"DB04178","BPI"
"DB08818","CD44"
"DB01136","VCAM1"
"DB03880","MMP3"
"DB01996","MMP3"
"DB04416","MMP3"
"DB07145","MMP3"
"DB04310","MMP3"
"DB07926","MMP3"
"DB08490","MMP3"
"DB01877","MMP3"
"DB08029","MMP3"
"DB08271","MMP3"
"DB03367","MMP3"
"DB07987","MMP3"
"DB08643","MMP3"
"DB08507","MMP3"
"DB08030","MMP3"
"DB04216","MMP3"
"DB08403","MMP3"
"DB04140","MMP3"
"DB03368","MMP3"
"DB07988","MMP3"
"DB04232","MMP3"
"DB02350","MMP3"
"DB07390","MMP3"
"DB07986","MMP3"
"DB02090","MMP3"
"DB02367","MMP3"
"DB07772","MMP3"
"DB02697","MMP3"
"DB03033","MMP3"
"DB00786","MMP3"
"DB06945","MMP3"
"DB07556","MMP3"
"DB02449","MMP3"
"DB07290","MMP3"
"DB02255","MMP3"
"DB00143","LTC4S"
"DB00062","APOE"
"DB00064","APOE"
"DB07502","HSP90AA1"
"DB03431","HSP90AA1"
"DB04505","HSP90AA1"
"DB07495","HSP90AA1"
"DB04054","HSP90AA1"
"DB03899","HSP90AA1"
"DB04588","HSP90AA1"
"DB03137","HSP90AA1"
"DB03749","HSP90AA1"
"DB03504","HSP90AA1"
"DB06958","HSP90AA1"
"DB07594","HSP90AA1"
"DB08356","HSP90AA1"
"DB04254","HSP90AA1"
"DB03809","HSP90AA1"
"DB08557","HSP90AA1"
"DB06964","HSP90AA1"
"DB06961","HSP90AA1"
"DB06969","HSP90AA1"
"DB08194","HSP90AA1"
"DB07601","HSP90AA1"
"DB07325","HSP90AA1"
"DB08197","HSP90AA1"
"DB08787","HSP90AA1"
"DB06957","HSP90AA1"
"DB06956","HSP90AA1"
"DB02424","HSP90AA1"
"DB02840","HSP90AA1"
"DB03093","HSP90AA1"
"DB07317","HSP90AA1"
"DB07324","HSP90AA1"
"DB07319","HSP90AA1"
"DB08442","HSP90AA1"
"DB03080","HSP90AA1"
"DB07100","HSP90AA1"
"DB02754","HSP90AA1"
"DB00716","HSP90AA1"
"DB07877","HSP90AA1"
