"drug","gene"
"DB00398","EPHA3"
"DB04868","EPHA3"
"DB08865","EPHA3"
"DB04849","EPHA3"
"DB05294","EPHA3"
"DB03044","EPHA3"
"DB02567","EPHA3"
"DB06616","EPHA3"
"DB01782","EPHA3"
"DB00317","LTK"
"DB08865","LTK"
"DB08877","LTK"
"DB06589","LTK"
"DB07159","LTK"
"DB04849","LTK"
"DB05424","LTK"
"DB06616","LTK"
"DB04216","AXL"
"DB07159","AXL"
"DB00530","AXL"
"DB00317","AXL"
"DB08865","AXL"
"DB05465","AXL"
"DB08916","AXL"
"DB04849","AXL"
"DB06616","AXL"
"DB01809","CSNK1D"
"DB06616","CSNK1D"
"DB07919","CSNK1D"
"DB00317","CSNK1D"
"DB08568","CSNK1D"
"DB05424","CSNK1D"
"DB04849","CSNK1E"
"DB00530","CSNK1E"
"DB05294","CSNK1E"
"DB08916","CSNK1E"
"DB06616","CSNK1E"
"DB08568","CSNK1E"
"DB01782","CSNK1E"
"DB05424","CSNK1E"
"DB00317","CSNK1E"
"DB00619","IRAK1"
"DB03496","IRAK1"
"DB05294","IRAK1"
"DB08865","IRAK1"
"DB00317","IRAK1"
"DB06616","IRAK1"
"DB07159","IRAK1"
"DB08916","IRAK1"
"DB06589","IRAK1"
"DB05424","IRAK1"
"DB08568","IRAK1"
"DB08877","IRAK1"
"DB05294","EPHA5"
"DB06616","EPHA5"
"DB02567","EPHA5"
"DB01268","EPHA5"
"DB04868","EPHA5"
"DB07159","EPHA5"
"DB08424","EPHA5"
"DB03044","EPHA5"
"DB05424","EPHA5"
"DB08865","EPHA5"
"DB03496","EPHA5"
"DB07138","EPHA5"
"DB00530","EPHA5"
"DB00398","EPHA5"
"DB00317","EPHA5"
"DB07159","EPHB1"
"DB04868","EPHB1"
"DB03044","EPHB1"
"DB05424","EPHB1"
"DB00398","EPHB1"
"DB00317","EPHB1"
"DB08865","EPHB1"
"DB03496","EPHB1"
"DB00530","EPHB1"
"DB02567","EPHB1"
"DB06616","EPHB1"
"DB01268","EPHB1"
"DB07138","EPHB1"
"DB05294","EPHB1"
"DB07159","MAP2K5"
"DB04849","MAP2K5"
"DB06999","MAP2K5"
"DB01268","MAP2K5"
"DB04868","MAP2K5"
"DB03496","MAP2K5"
"DB01259","MAP2K5"
"DB05294","MAP2K5"
"DB05465","MAP2K5"
"DB05424","MAP2K5"
"DB00398","MAP2K5"
"DB06589","MAP2K5"
"DB02567","MAP2K5"
"DB01254","MAP2K5"
"DB00317","MAP2K5"
"DB00530","MAP2K5"
"DB08916","MAP2K5"
"DB06616","MAP2K5"
"DB08067","PRKD1"
"DB00317","PRKD1"
"DB08865","PRKD1"
"DB05424","ERBB4"
"DB08916","ERBB4"
"DB05294","ERBB4"
"DB06616","ERBB4"
"DB00530","ERBB4"
"DB07662","ERBB4"
"DB02567","ERBB4"
"DB01254","ERBB4"
"DB04849","ERBB4"
"DB00317","ERBB4"
"DB07159","ERBB4"
"DB03496","ERBB4"
"DB01259","ERBB4"
"DB08865","SBK1"
"DB01268","SBK1"
"DB01254","SBK1"
"DB00530","SBK1"
"DB08916","SBK1"
"DB08877","SBK1"
"DB07159","SBK1"
"DB00317","SBK1"
"DB08877","MAP3K19"
"DB01254","MAP3K19"
"DB05465","MAP3K19"
"DB07159","MAP3K19"
"DB04849","MAP3K19"
"DB02567","MAP3K19"
"DB05294","MAP3K19"
"DB08584","MAP3K19"
"DB00530","MAP3K19"
"DB06589","MAP3K19"
"DB08568","MAP3K19"
"DB00317","MAP3K19"
"DB04879","MAP3K19"
"DB08865","MAP3K19"
"DB06616","MAP3K19"
"DB05424","MAP3K19"
"DB03044","MINK1"
"DB06616","MINK1"
"DB01254","MINK1"
"DB05424","MINK1"
"DB05294","MINK1"
"DB00530","MINK1"
"DB08568","MINK1"
"DB04849","MINK1"
"DB02567","MINK1"
"DB08865","MINK1"
"DB00317","MINK1"
"DB03496","MINK1"
"DB06999","MINK1"
"DB05465","HIPK4"
"DB08916","HIPK4"
"DB05424","HIPK4"
"DB07159","HIPK4"
"DB06999","HIPK4"
"DB08865","HIPK4"
"DB08568","HIPK4"
"DB00619","HIPK4"
"DB00398","HIPK4"
"DB03496","HIPK4"
"DB00530","HIPK4"
"DB00317","HIPK4"
"DB06616","HIPK4"
"DB08584","PIP4K2C"
"DB00530","PIP4K2C"
"DB06589","PIP4K2C"
"DB04868","PIP4K2C"
"DB03496","PIP4K2C"
"DB00619","PIP4K2C"
"DB00317","PIP4K2C"
"DB02567","PIP4K2C"
"DB07159","PIP4K2C"
"DB06616","MAP3K3"
"DB08877","MAP3K3"
"DB00317","MAP3K3"
"DB05424","MAP3K3"
"DB00530","MAP3K3"
"DB02567","MAP3K3"
"DB01254","MAP3K3"
"DB07159","MAP3K3"
"DB08865","MAP3K3"
"DB03496","MAP3K3"
"DB06616","DCLK3"
"DB08142","DCLK3"
"DB06999","DCLK3"
"DB07159","DCLK3"
"DB08877","DCLK3"
"DB08183","DCLK3"
"DB08094","DCLK3"
"DB00317","DCLK3"
"DB08865","NUAK2"
"DB08877","NUAK2"
"DB07159","NUAK2"
"DB06616","NUAK2"
"DB00317","NUAK2"
"DB08183","NUAK2"
"DB08568","NUAK2"
"DB01782","MKNK2"
"DB01268","MKNK2"
"DB00530","MKNK2"
"DB03044","MKNK2"
"DB08877","MKNK2"
"DB05294","MKNK2"
"DB03496","MKNK2"
"DB05424","MKNK2"
"DB08183","MKNK2"
"DB07159","MKNK2"
"DB00398","MKNK2"
"DB08916","MKNK2"
"DB08568","MKNK2"
"DB00317","MKNK2"
"DB06616","STK36"
"DB05424","STK36"
"DB00317","STK36"
"DB00398","STK36"
"DB02567","STK36"
"DB06999","STK36"
"DB00530","STK36"
"DB07159","STK36"
"DB00317","NLK"
"DB02567","NLK"
"DB06616","NLK"
"DB00619","STK17A"
"DB03496","STK17A"
"DB07159","STK17A"
"DB08877","STK17A"
"DB00317","STK17A"
"DB00530","STK17A"
"DB08916","STK17A"
"DB08067","STK17A"
"DB01268","STK17A"
"DB05424","STK17A"
"DB08568","STK17A"
"DB01268","EPHA6"
"DB00317","EPHA6"
"DB05294","EPHA6"
"DB00398","EPHA6"
"DB08865","EPHA6"
"DB05424","EPHA6"
"DB01254","EPHA6"
"DB00530","EPHA6"
"DB08916","EPHA6"
"DB06616","EPHA6"
"DB02567","EPHA6"
"DB03044","EPHA6"
"DB07159","EPHA6"
"DB04868","EPHA6"
"DB04849","EPHA6"
"DB00317","TNIK"
"DB06999","TNIK"
"DB06616","TNIK"
"DB03044","TNIK"
"DB08568","TNIK"
"DB00530","TNIK"
"DB01782","TNIK"
"DB07159","TNIK"
"DB05424","TNIK"
"DB05294","TNIK"
"DB04849","TNIK"
"DB00398","TNIK"
"DB02567","TNIK"
"DB08877","MAP3K2"
"DB07159","MAP3K2"
"DB06616","MAP3K2"
"DB08865","MAP3K2"
"DB01254","MAP3K2"
"DB06589","MAP3K2"
"DB03496","MAP3K2"
"DB02567","MAP3K2"
"DB05424","MAP3K2"
"DB00530","MAP3K2"
"DB00317","MAP3K2"
"DB00328","CXCL8"
"DB00500","CXCL8"
"DB00586","CXCL8"
"DB00861","SLC22A6"
"DB08298","SLC22A6"
"DB00456","SLC22A6"
"DB01032","SLC22A6"
"DB00586","SLC22A6"
"DB03553","SLC22A6"
"DB00345","SLC22A6"
"DB00493","SLC22A6"
"DB05360","SLC22A6"
"DB01050","SLC22A6"
"DB01009","SLC22A6"
"DB01327","SLC22A6"
"DB01326","SLC22A6"
"DB00328","SLC22A6"
"DB01140","SLC22A6"
"DB00712","SLC22A6"
"DB01212","SLC22A6"
"DB08846","SLC22A6"
"DB00328","SLC22A8"
"DB00493","SLC22A8"
"DB05360","SLC22A8"
"DB00554","SLC22A8"
"DB01032","SLC22A8"
"DB01212","SLC22A8"
"DB01326","SLC22A8"
"DB01327","SLC22A8"
"DB00456","SLC22A8"
"DB01140","SLC22A8"
"DB00328","SLCO1B1"
"DB01241","SLCO1B1"
"DB01645","SLCO1B1"
"DB00641","SLCO1B1"
"DB00966","SLCO1B1"
"DB04574","SLCO1B1"
"DB00342","CYP2J2"
"DB01224","HTR5A"
"DB00363","HTR5A"
"DB00398","HTR5A"
"DB04829","HTR5A"
"DB00669","HTR5A"
"DB00696","HTR5A"
"DB01238","HTR5A"
"DB04216","CYP1A2"
"DB01852","CYP1A2"
"DB00969","CYP1A2"
"DB06203","CYP1A2"
"DB06732","CYP1A2"
"DB00382","CYP1A2"
"DB07453","CYP1A2"
"DB07352","CYP1A2"
"DB07513","CYP1A2"
"DB00382","CHRNE"
"DB00878","SLC22A3"
"DB04813","SLC22A3"
"DB04652","SLC22A3"
"DB00738","SLC22A3"
"DB00925","SLC22A3"
"DB00783","SLC22A3"
"DB00396","SLC22A3"
"DB02854","GPBAR1"
"DB02659","GPBAR1"
"DB00396","GPBAR1"
"DB07690","GPBAR1"
"DB02123","GPBAR1"
"DB01708","GPBAR1"
"DB00398","PLK4"
"DB05294","PLK4"
"DB00619","PLK4"
"DB07159","PLK4"
"DB06999","PLK4"
"DB01268","PLK4"
"DB08865","PLK4"
"DB04849","PLK4"
"DB00530","PLK4"
"DB03496","PLK4"
"DB05465","PLK4"
"DB08877","PLK4"
"DB01782","PLK4"
"DB08846","PLK4"
"DB03044","EPHA8"
"DB07159","EPHA8"
"DB05424","EPHA8"
"DB00619","EPHA8"
"DB02567","EPHA8"
"DB04868","EPHA8"
"DB04849","EPHA8"
"DB08865","EPHA8"
"DB05294","EPHA8"
"DB06616","EPHA8"
"DB07138","EPHA8"
"DB00398","EPHA8"
"DB03677","EPHX2"
"DB00398","EPHX2"
"DB07496","EPHX2"
"DB08896","EPHX2"
"DB00744","EPHX2"
"DB06589","TGFBR2"
"DB00398","TGFBR2"
"DB02567","TGFBR2"
"DB06999","TGFBR2"
"DB03921","TGFBR2"
"DB08597","TGFBR2"
"DB07159","TGFBR2"
"DB02567","FRK"
"DB06999","FRK"
"DB08865","FRK"
"DB00619","FRK"
"DB07159","FRK"
"DB08916","FRK"
"DB04849","FRK"
"DB05294","FRK"
"DB03496","FRK"
"DB03044","FRK"
"DB00398","FRK"
"DB05424","FRK"
"DB07138","FRK"
"DB04868","FRK"
"DB06616","FRK"
"DB06616","CSNK1A1"
"DB08877","CSNK1A1"
"DB03083","CSNK1A1"
"DB03496","CSNK1A1"
"DB03693","CSNK1A1"
"DB07234","CSNK1A1"
"DB01268","CSNK1A1"
"DB08568","CSNK1A1"
"DB00398","CSNK1A1"
"DB07995","CSNK1A1"
"DB01254","CSNK1A1"
"DB00398","LIMK1"
"DB06999","LIMK1"
"DB02567","LIMK1"
"DB01254","LIMK1"
"DB08865","LIMK1"
"DB07159","LIMK1"
"DB08865","LIMK2"
"DB00398","LIMK2"
"DB02567","LIMK2"
"DB06999","LIMK2"
"DB07159","LIMK2"
"DB04868","EPHA4"
"DB02567","EPHA4"
"DB05294","EPHA4"
"DB08865","EPHA4"
"DB03044","EPHA4"
"DB06616","EPHA4"
"DB00398","EPHA4"
"DB07159","EPHA4"
"DB07138","EPHA4"
"DB05424","EPHA4"
"DB00398","CDK3"
"DB08568","CDK3"
"DB08094","CDK3"
"DB08142","CDK3"
"DB03044","MAPK11"
"DB07835","MAPK11"
"DB07943","MAPK11"
"DB08424","MAPK11"
"DB07138","MAPK11"
"DB07834","MAPK11"
"DB07941","MAPK11"
"DB06940","MAPK11"
"DB04868","MAPK11"
"DB00398","MAPK11"
"DB06991","MAPK11"
"DB02567","MAPK11"
"DB06589","DDR2"
"DB01268","DDR2"
"DB03044","DDR2"
"DB00398","DDR2"
"DB01254","DDR2"
"DB02567","DDR2"
"DB05465","DDR2"
"DB04849","DDR2"
"DB06616","DDR2"
"DB06882","DDR2"
"DB06883","DDR2"
"DB00619","DDR2"
"DB07159","DDR2"
"DB06999","DDR2"
"DB04868","DDR2"
"DB02567","MYLK3"
"DB07995","MYLK3"
"DB01268","MYLK3"
"DB00398","MYLK3"
"DB08568","MYLK3"
"DB06616","TAOK1"
"DB06589","TAOK1"
"DB08568","TAOK1"
"DB08877","TAOK1"
"DB07159","TAOK1"
"DB04868","TAOK1"
"DB00398","TAOK1"
"DB08865","TAOK1"
"DB02567","TAOK1"
"DB03496","TAOK1"
"DB08142","TAOK1"
"DB08094","TAOK1"
"DB08568","HIPK1"
"DB03496","HIPK1"
"DB00398","HIPK1"
"DB08877","HIPK1"
"DB01268","HIPK1"
"DB06616","HIPK1"
"DB07159","HIPK1"
"DB06999","HIPK1"
"DB00398","MYO3B"
"DB06616","MYO3B"
"DB05294","MAP4K1"
"DB04849","MAP4K1"
"DB00398","MAP4K1"
"DB06616","MAP4K1"
"DB04868","MAP4K1"
"DB07159","MAP4K1"
"DB08865","MAP4K1"
"DB02567","MAP4K1"
"DB01254","MYLK2"
"DB02567","MYLK2"
"DB00398","MYLK2"
"DB01268","MYLK2"
"DB06999","HIPK3"
"DB00398","HIPK3"
"DB08568","HIPK3"
"DB03496","HIPK3"
"DB06616","HIPK3"
"DB07159","HIPK3"
"DB08877","HIPK3"
"DB02567","TAOK2"
"DB01254","TAOK2"
"DB03496","TAOK2"
"DB00398","TAOK2"
"DB06589","TAOK2"
"DB07159","TAOK2"
"DB08877","TAOK2"
"DB08568","TAOK2"
"DB04849","TAOK2"
"DB08865","TAOK2"
"DB08142","TAOK2"
"DB06616","TAOK2"
"DB08094","TAOK2"
"DB02567","MAP4K5"
"DB00398","MAP4K5"
"DB01268","MAP4K5"
"DB05294","MAP4K5"
"DB05424","MAP4K5"
"DB04849","MAP4K5"
"DB05465","MAP4K5"
"DB06999","MAP4K5"
"DB08865","MAP4K5"
"DB06616","MAP4K5"
"DB00404","BRD4"
"DB02656","BRD4"
"DB01268","BRD4"
"DB00897","PTAFR"
"DB06744","PTAFR"
"DB09017","PTAFR"
"DB00404","PTAFR"
"DB00408","KCNT1"
"DB06803","KCNT1"
"DB00419","AGL"
"DB00419","GBA2"
"DB00455","SLC6A15"
"DB01326","SLC22A11"
"DB01327","SLC22A11"
"DB00456","SLC22A11"
"DB01212","SLC22A11"
"DB00493","SLC22A11"
"DB00457","MT3"
"DB01065","MT3"
"DB00470","GPR55"
"DB00549","CYSLTR1"
"DB00471","CYSLTR1"
"DB00831","EBP"
"DB00502","EBP"
"DB00675","EBP"
"DB00481","EBP"
"DB00530","GRK4"
"DB08568","GRK4"
"DB07159","GRK4"
"DB08865","GRK4"
"DB08877","GRK4"
"DB06616","GRK4"
"DB07159","TXK"
"DB01254","TXK"
"DB08865","TXK"
"DB02567","TXK"
"DB00530","TXK"
"DB06616","TXK"
"DB08916","TXK"
"DB00530","RIPK4"
"DB05294","RIPK4"
"DB08877","RIPK4"
"DB07159","RIPK4"
"DB08865","RIPK4"
"DB00530","CAMK2D"
"DB01268","CAMK2D"
"DB08877","CAMK2D"
"DB03496","CAMK2D"
"DB08183","CAMK2D"
"DB08094","CAMK2D"
"DB07159","CAMK2D"
"DB08568","CAMK2D"
"DB07159","AAK1"
"DB08877","AAK1"
"DB06616","AAK1"
"DB00530","AAK1"
"DB08865","AAK1"
"DB01268","AAK1"
"DB01782","AAK1"
"DB08568","AAK1"
"DB06616","LRRK2"
"DB00530","LRRK2"
"DB03496","LRRK2"
"DB05424","LRRK2"
"DB07876","LRRK2"
"DB08568","LRRK2"
"DB08183","LRRK2"
"DB01268","LRRK2"
"DB08877","LRRK2"
"DB07159","LRRK2"
"DB02567","LRRK2"
"DB07159","ULK3"
"DB00530","ULK3"
"DB05424","ULK3"
"DB08183","ULK3"
"DB05294","ULK3"
"DB08877","ULK3"
"DB06616","ULK3"
"DB01254","ULK3"
"DB08865","ULK3"
"DB07919","DYRK2"
"DB06999","DYRK2"
"DB05424","DYRK2"
"DB08877","DYRK2"
"DB08568","DYRK2"
"DB08916","DYRK2"
"DB07159","DYRK2"
"DB08865","DYRK2"
"DB08142","DYRK2"
"DB00530","DYRK2"
"DB06616","SIK2"
"DB02567","SIK2"
"DB00530","SIK2"
"DB08865","SIK2"
"DB04849","SIK2"
"DB06999","SIK2"
"DB07159","SIK2"
"DB07159","BMP2K"
"DB06616","BMP2K"
"DB05424","BMP2K"
"DB08568","BMP2K"
"DB01268","BMP2K"
"DB01782","BMP2K"
"DB00530","BMP2K"
"DB08877","BMP2K"
"DB08183","BMP2K"
"DB08865","BMP2K"
"DB06616","TBK1"
"DB08865","TBK1"
"DB07159","TBK1"
"DB03496","TBK1"
"DB08877","TBK1"
"DB00530","TBK1"
"DB08877","SRPK3"
"DB08568","SRPK3"
"DB07159","SRPK3"
"DB06616","SRPK3"
"DB00530","SRPK3"
"DB08865","SRPK3"
"DB00744","LTB4R"
"DB00549","LTB4R"
"DB00762","SLC47A2"
"DB00904","SLC47A2"
"DB00738","SLC47A2"
"DB01204","SLC47A2"
"DB00549","SLC47A2"
"DB04813","SLC47A2"
"DB00878","SLC47A2"
"DB00619","SLC47A2"
"DB01030","SLC47A2"
"DB00549","CYSLTR2"
"DB00558","NEU3"
"DB00563","SLC19A1"
"DB03322","SLC10A1"
"DB01586","SLC10A1"
"DB00571","SLC10A1"
"DB00580","COX2"
"DB00682","ALB"
"DB00586","ALB"
"DB00861","ALB"
"DB01124","ALB"
"DB08828","ALB"
"DB07159","CLK4"
"DB01268","CLK4"
"DB08094","CLK4"
"DB01782","CLK4"
"DB08568","CLK4"
"DB00619","CLK4"
"DB06616","CLK4"
"DB04868","CLK4"
"DB08142","CLK4"
"DB08877","CLK4"
"DB00661","TPCN2"
"DB00673","TACR3"
"DB00675","EBPL"
"DB00831","EBPL"
"DB00701","CYP3A5"
"DB05251","CYP3A5"
"DB00738","AOC1"
"DB03608","AOC1"
"DB03608","SAT1"
"DB00738","SAT1"
"DB00744","ALOX5AP"
"DB02665","KDM1A"
"DB00780","KDM1A"
"DB01241","CYP2C8"
"DB00780","CYP2C8"
"DB01645","ESRRB"
"DB00783","ESRRB"
"DB00783","GPER1"
"DB00878","MMP9"
"DB02071","MMP9"
"DB03880","MMP9"
"DB01880","MMP9"
"DB07926","MMP9"
"DB08507","MMP9"
"DB07290","MMP9"
"DB07772","MMP9"
"DB08490","MMP9"
"DB00786","MMP9"
"DB03367","MMP9"
"DB08030","MMP9"
"DB07556","MMP9"
"DB06945","MMP9"
"DB08403","MMP9"
"DB03368","MMP9"
"DB02350","MMP9"
"DB08271","MMP9"
"DB02255","MMP9"
"DB04216","MMP9"
"DB04140","MMP9"
"DB02071","ADAM17"
"DB07556","ADAM17"
"DB03880","ADAM17"
"DB07121","ADAM17"
"DB07145","ADAM17"
"DB08490","ADAM17"
"DB08271","ADAM17"
"DB07290","ADAM17"
"DB06943","ADAM17"
"DB00786","ADAM17"
"DB07013","ADAM17"
"DB07233","ADAM17"
"DB07964","ADAM17"
"DB02255","ADAM17"
"DB00800","KDM4E"
"DB02375","KDM4E"
"DB00822","MGLL"
"DB06930","BACE1"
"DB00843","BACE1"
"DB07519","BACE1"
"DB07993","BACE1"
"DB08846","BACE1"
"DB07994","BACE1"
"DB08749","BACE1"
"DB07089","BACE1"
"DB00857","SQLE"
"DB00889","HTR3B"
"DB00904","HTR3B"
"DB00906","SLC6A1"
"DB02530","SLC6A1"
"DB00917","CATSPER4"
"DB00917","CATSPER3"
"DB00917","CATSPER1"
"DB00917","CATSPER2"
"DB03796","FABP2"
"DB00939","FABP2"
"DB05804","ABCC4"
"DB00975","ABCC4"
"DB00975","PRUNE1"
"DB00975","SLC29A1"
"DB01012","CASR"
"DB08980","CASR"
"DB01083","ABHD16A"
"DB01083","ABHD12"
"DB01083","DAGLB"
"DB01083","DAGLA"
"DB06732","CYP1A1"
"DB01094","CYP1A1"
"DB04216","CYP1A1"
"DB07453","CYP1A1"
"DB07352","CYP1A1"
"DB01852","CYP1A1"
"DB02375","CYP1A1"
"DB02375","CYP1B1"
"DB02709","CYP1B1"
"DB01094","CYP1B1"
"DB07352","CYP1B1"
"DB01852","CYP1B1"
"DB04216","CYP1B1"
"DB03467","CYP1B1"
"DB07453","CYP1B1"
"DB01098","PDE6D"
"DB04522","GRM6"
"DB01110","GRM6"
"DB01115","KCNA5"
"DB06144","KCNA5"
"DB04855","KCNA5"
"DB01140","SLC15A2"
"DB01160","SLCO2A1"
"DB02056","SLCO2A1"
"DB01183","NPBWR1"
"DB08568","PRKCG"
"DB03777","PRKCG"
"DB05013","PRKCG"
"DB01238","PRKCG"
"DB07107","PRKCG"
"DB07795","ALOX15"
"DB04216","ALOX15"
"DB01243","ALOX15"
"DB06999","BMPR1B"
"DB06589","BMPR1B"
"DB08877","BMPR1B"
"DB07159","BMPR1B"
"DB01268","BMPR1B"
"DB08865","BMPR1B"
"DB05294","BMPR1B"
"DB01254","BMPR1B"
"DB08597","BMPR1B"
"DB03496","BMPR1B"
"DB02567","BMPR1B"
"DB05424","BMPR1B"
"DB08877","STK25"
"DB01254","STK25"
"DB06616","STK25"
"DB02567","STK25"
"DB07159","STK25"
"DB01254","MAP3K13"
"DB06616","MAP3K13"
"DB08865","MAP3K13"
"DB07159","MAP3K7"
"DB08568","MAP3K7"
"DB08877","MAP3K7"
"DB06616","MAP3K7"
"DB05424","MAP3K7"
"DB08865","MAP3K7"
"DB03044","MAP3K7"
"DB01254","MAP3K7"
"DB03496","MAP3K7"
"DB07159","WEE2"
"DB06616","WEE2"
"DB02567","WEE2"
"DB01254","WEE2"
"DB04868","EPHB2"
"DB01254","EPHB2"
"DB03365","EPHB2"
"DB02567","EPHB2"
"DB06616","EPHB2"
"DB03044","EPHB2"
"DB07970","EPHB2"
"DB07159","EPHB2"
"DB07253","EPHB2"
"DB08597","BMPR1A"
"DB01254","BMPR1A"
"DB02567","BMPR1A"
"DB02567","TEC"
"DB07159","TEC"
"DB06616","TEC"
"DB01254","TEC"
"DB01254","MYT1"
"DB03496","MAP4K2"
"DB06616","MAP4K2"
"DB08568","MAP4K2"
"DB01254","MAP4K2"
"DB05294","MAP4K2"
"DB06589","MAP4K2"
"DB08865","MAP4K2"
"DB04849","MAP4K2"
"DB05424","MAP4K2"
"DB07159","MAP4K2"
"DB02567","MAP4K2"
"DB01268","MAP4K2"
"DB08877","MAP4K2"
"DB08094","MAP4K2"
"DB08183","MAP4K2"
"DB02567","STK4"
"DB08865","STK4"
"DB06616","STK4"
"DB01254","STK4"
"DB04849","STK4"
"DB01268","STK4"
"DB01782","STK4"
"DB05294","PTK6"
"DB04879","PTK6"
"DB05424","PTK6"
"DB06999","PTK6"
"DB02567","PTK6"
"DB07159","PTK6"
"DB01254","PTK6"
"DB01268","PTK6"
"DB04849","PTK6"
"DB08568","VRK2"
"DB08877","VRK2"
"DB01254","VRK2"
"DB03496","VRK2"
"DB06616","VRK2"
"DB07159","NEK11"
"DB06999","NEK11"
"DB01254","NEK11"
"DB06616","NEK11"
"DB02567","NEK11"
"DB03496","STK35"
"DB01254","STK35"
"DB06616","STK35"
"DB04849","STK35"
"DB05424","STK35"
"DB08865","STK35"
"DB07159","STK35"
"DB05294","STK35"
"DB02567","STK35"
"DB08094","TAOK3"
"DB02567","TAOK3"
"DB04849","TAOK3"
"DB08877","TAOK3"
"DB06616","TAOK3"
"DB03496","TAOK3"
"DB08568","TAOK3"
"DB04868","TAOK3"
"DB06589","TAOK3"
"DB08142","TAOK3"
"DB01254","TAOK3"
"DB07159","TAOK3"
"DB07149","TAOK3"
"DB08865","TAOK3"
"DB05294","SIK3"
"DB08877","SIK3"
"DB02567","SIK3"
"DB01254","SIK3"
"DB06616","SIK3"
"DB05424","SIK3"
"DB01259","PIK3C2B"
"DB05424","MAP2K7"
"DB01259","MAP2K7"
"DB06616","MAP2K7"
"DB01259","PIK3C2G"
"DB08877","PI4KB"
"DB01259","PI4KB"
"DB08094","PI4KB"
"DB06999","PI4KB"
"DB08052","PI4KB"
"DB07159","PI4KB"
"DB08568","PI4KB"
"DB06589","PI4KB"
"DB08053","PI4KB"
"DB08054","PI4KB"
"DB07335","PI4KB"
"DB01268","PRPF4"
"DB03496","RPS6KA5"
"DB08756","RPS6KA5"
"DB08877","RPS6KA5"
"DB08162","RPS6KA5"
"DB07995","RPS6KA5"
"DB01268","RPS6KA5"
"DB07159","RPS6KA5"
"DB01782","RPS6KA5"
"DB08568","RPS6KA5"
"DB08877","STK16"
"DB06999","STK16"
"DB01782","STK16"
"DB01268","STK16"
"DB07159","STK16"
"DB07159","FER"
"DB01268","FER"
"DB08865","FER"
"DB06616","FER"
"DB02567","FER"
"DB08150","RPS6KB1"
"DB08568","RPS6KB1"
"DB01268","RPS6KB1"
"DB07995","RPS6KB1"
"DB05294","RPS6KB1"
"DB08865","RPS6KB1"
"DB03496","RPS6KB1"
"DB06616","RPS6KB1"
"DB01268","JAK1"
"DB04716","JAK1"
"DB07159","JAK1"
"DB08183","JAK1"
"DB02567","JAK1"
"DB08877","JAK1"
"DB08865","JAK1"
"DB01268","MARK3"
"DB02567","MARK3"
"DB07159","MARK3"
"DB08865","TIE1"
"DB04868","TIE1"
"DB02567","TIE1"
"DB07159","TIE1"
"DB01268","TIE1"
"DB04849","TIE1"
"DB06616","TIE1"
"DB01268","MATK"
"DB06616","MATK"
"DB06616","MAP2K4"
"DB07159","MAP2K4"
"DB08877","MAP2K4"
"DB06999","MAP2K4"
"DB02567","MAP2K4"
"DB01268","MAP2K4"
"DB03496","MAP2K4"
"DB06616","MAP2K3"
"DB08568","MAP2K3"
"DB03496","MAP2K3"
"DB07159","MAP2K3"
"DB01268","MAP2K3"
"DB08877","MAP2K3"
"DB08865","MAP2K3"
"DB02567","MAP2K3"
"DB06999","CLK2"
"DB08142","CLK2"
"DB08568","CLK2"
"DB07159","CLK2"
"DB06616","CLK2"
"DB01782","CLK2"
"DB03496","CLK2"
"DB08094","CLK2"
"DB05465","CLK2"
"DB01268","CLK2"
"DB08877","CLK2"
"DB08067","RPS6KA3"
"DB07159","RPS6KA3"
"DB01268","RPS6KA3"
"DB08568","RPS6KA3"
"DB06616","RPS6KA3"
"DB03496","RPS6KA3"
"DB06616","MAP2K6"
"DB02567","MAP2K6"
"DB07159","MAP2K6"
"DB01268","MAP2K6"
"DB01268","DLK1"
"DB08865","MAP3K12"
"DB06616","MAP3K12"
"DB01268","MAP3K12"
"DB08094","MAPK7"
"DB08142","MAPK7"
"DB06616","MAPK7"
"DB01268","MAPK7"
"DB08865","MAPK7"
"DB08568","PRPF4B"
"DB01268","PRPF4B"
"DB07159","CAMK1"
"DB08877","CAMK1"
"DB08183","CAMK1"
"DB01782","CAMK1"
"DB06999","CAMK1"
"DB01268","CAMK1"
"DB08094","RPS6KA2"
"DB06616","RPS6KA2"
"DB01782","RPS6KA2"
"DB08877","RPS6KA2"
"DB08183","RPS6KA2"
"DB08067","RPS6KA2"
"DB03496","RPS6KA2"
"DB01268","RPS6KA2"
"DB06616","MYLK"
"DB08568","MYLK"
"DB08162","MYLK"
"DB08059","MYLK"
"DB02375","MYLK"
"DB01268","MYLK"
"DB07159","MYLK"
"DB08877","MYLK"
"DB02152","MYLK"
"DB08568","PHKG1"
"DB05294","PHKG1"
"DB08877","PHKG1"
"DB08916","PHKG1"
"DB06616","PHKG1"
"DB01268","PHKG1"
"DB01268","DSTYK"
"DB08865","DSTYK"
"DB06616","DSTYK"
"DB03496","DSTYK"
"DB08094","DSTYK"
"DB02567","MARK2"
"DB01268","MARK2"
"DB08877","MARK2"
"DB07159","MARK2"
"DB01782","MARK2"
"DB08568","CAMKK1"
"DB01268","CAMKK1"
"DB03496","CAMKK1"
"DB06616","MYO3A"
"DB01268","MYO3A"
"DB06999","SGK3"
"DB01268","SGK3"
"DB08568","SGK3"
"DB08094","CAMKK2"
"DB06616","CAMKK2"
"DB08142","CAMKK2"
"DB03496","CAMKK2"
"DB01268","CAMKK2"
